kode;nama;level;issummary;defsign
"5.1.7.06.202";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pisangan Jaya Kecamatan Sepatan";4;0;-1;
"5.1.7.06.203";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sarakan Kecamatan Sepatan";4;0;-1;
"5.1.7.06.204";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kayu Bongkok Kecamatan Sepatan";4;0;-1;
"5.1.7.06.205";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kayu Agung Kecamatan Sepatan";4;0;-1;
"5.1.7.06.206";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Lebak Wangi Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.207";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kedaung Barat Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.208";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jati Mulya Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.209";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanah Merah Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.210";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sangiang Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.211";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gempol Sari Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.212";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pondok Kelor Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.213";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kampung Kelor Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.06.214";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bunisari Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.215";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rawa Boni Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.216";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kiara Payung Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.217";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gaga Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.218";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Laksana Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.219";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Buaran Bambu Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.220";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Paku alam Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.221";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Buaran Mangga Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.222";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Surya Bahari Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.223";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sukawali Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.224";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kramat Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.225";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kalibaru Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.226";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kohod Kecamatan Pakuhaji";4;0;-1;
"5.1.7.06.227";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bojong Renged Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.228";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kebon Cau Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.229";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Teluknaga Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.230";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Babakan Asem Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.231";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kampung Melayu Timur Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.232";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kampung Melayu Barat Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.233";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kampung Besar Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.234";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa L e m o Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.235";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tegal Angus Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.236";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pangkalan Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.237";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanjung Burung Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.238";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanjung pasir Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.239";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Muara Kecamatan Teluknaga";4;0;-1;
"5.1.7.06.240";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rawa Rengas Kecamatan Kosambi";4;0;-1;
"5.1.7.06.241";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rawa Burung Kecamatan Kosambi";4;0;-1;
"5.1.7.06.242";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Belimbing Kecamatan Kosambi";4;0;-1;
"5.1.7.06.243";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jatimulya Kecamatan Kosambi";4;0;-1;
"5.1.7.06.244";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kosambi Timur Kecamatan Kosambi";4;0;-1;
"5.1.7.06.245";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cengklong Kecamatan Kosambi";4;0;-1;
"5.1.7.06.246";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Salembaran Jati Kecamatan Kosambi";4;0;-1;
"5.1.7.07";"Belanja Bantuan Keuangan Pemilihan Kepala Desa";3;1;-1;
"5.1.7.07.001";"Bantuan Keuangan Pemilihan Kepala Desa  Jeungjing Kecamatan Cisoka";4;0;-1;
"5.1.7.07.002";"Bantuan Keuangan Pemilihan Kepala Desa  Cisoka Kecamatan Cisoka";4;0;-1;
"5.1.7.07.008";"Bantuan Keuangan Pemilihan Kepala Desa  Caringin Kecamatan Cisoka";4;0;-1;
"5.1.7.07.009";"Bantuan Keuangan Pemilihan Kepala Desa  Selapajang Kecamatan Cisoka";4;0;-1;
"5.1.7.07.010";"Bantuan Keuangan Pemilihan Kepala Desa  Cibugel Kecamatan Cisoka";4;0;-1;
"5.1.7.07.016";"Bantuan Keuangan Pemilihan Kepala Desa  Pasanggrahan Kecamatan Solear";4;0;-1;
"5.1.7.07.017";"Bantuan Keuangan Pemilihan Kepala Desa  Munjul Kecamatan Solear";4;0;-1;
"5.1.7.07.019";"Bantuan Keuangan Pemilihan Kepala Desa  Bantar Panjang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.07.022";"Bantuan Keuangan Pemilihan Kepala Desa  Marga Sari Kecamatan Tigaraksa";4;0;-1;
"5.1.7.07.026";"Bantuan Keuangan Pemilihan Kepala Desa  Pematang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.07.028";"Bantuan Keuangan Pemilihan Kepala Desa  Cisereh Kecamatan Tigaraksa";4;0;-1;
"5.1.7.07.030";"Bantuan Keuangan Pemilihan Kepala Desa  Mekarsari Kecamatan Jambe";4;0;-1;
"5.1.7.07.035";"Bantuan Keuangan Pemilihan Kepala Desa  Rancabuaya Kecamatan Jambe";4;0;-1;
"5.1.7.07.038";"Bantuan Keuangan Pemilihan Kepala Desa  Kutruk Kecamatan Jambe";4;0;-1;
"5.1.7.07.041";"Bantuan Keuangan Pemilihan Kepala Desa  Bojong Kecamatan Cikupa";4;0;-1;
"5.1.7.07.042";"Bantuan Keuangan Pemilihan Kepala Desa  Cikupa Kecamatan Cikupa";4;0;-1;
"5.1.7.07.047";"Bantuan Keuangan Pemilihan Kepala Desa  Pasir Gadung Kecamatan Cikupa";4;0;-1;
"5.1.7.07.050";"Bantuan Keuangan Pemilihan Kepala Desa  Suka Nagara Kecamatan Cikupa";4;0;-1;
"5.1.7.07.051";"Bantuan Keuangan Pemilihan Kepala Desa  Cibadak Kecamatan Cikupa";4;0;-1;
"5.1.7.07.053";"Bantuan Keuangan Pemilihan Kepala Desa  Mekarjaya Kecamatan Panongan";4;0;-1;
"5.1.7.07.054";"Bantuan Keuangan Pemilihan Kepala Desa  Ranca Kalapa Kecamatan Panongan";4;0;-1;
"5.1.7.07.057";"Bantuan Keuangan Pemilihan Kepala Desa  Ciakar Kecamatan Panongan";4;0;-1;
"5.1.7.07.059";"Bantuan Keuangan Pemilihan Kepala Desa  Curug Wetan Kecamatan Curug";4;0;-1;
"5.1.7.07.063";"Bantuan Keuangan Pemilihan Kepala Desa  Curug Sangereng Kecamatan Kelapa Dua";4;0;-1;
"5.1.7.07.066";"Bantuan Keuangan Pemilihan Kepala Desa  Bojong Kamal Kecamatan Legok";4;0;-1;
"5.1.7.07.075";"Bantuan Keuangan Pemilihan Kepala Desa  Malang Nengah Kecamatan Pagedangan";4;0;-1;
"5.1.7.07.083";"Bantuan Keuangan Pemilihan Kepala Desa  Cihuni Kecamatan Pagedangan";4;0;-1;
"5.1.7.07.086";"Bantuan Keuangan Pemilihan Kepala Desa  Suradita Kecamatan Cisauk";4;0;-1;
"5.1.7.07.094";"Bantuan Keuangan Pemilihan Kepala Desa  Wana Kerta Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.07.100";"Bantuan Keuangan Pemilihan Kepala Desa  Badak Anom Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.07.103";"Bantuan Keuangan Pemilihan Kepala Desa  Sentul Kecamatan Balaraja";4;0;-1;
"5.1.7.07.106";"Bantuan Keuangan Pemilihan Kepala Desa  Tobat Kecamatan Balaraja";4;0;-1;
"5.1.7.07.110";"Bantuan Keuangan Pemilihan Kepala Desa  Pasir Muncang Kecamatan Jayanti";4;0;-1;
"5.1.7.07.113";"Bantuan Keuangan Pemilihan Kepala Desa  Pasir Gintung Kecamatan Jayanti";4;0;-1;
"5.1.7.07.114";"Bantuan Keuangan Pemilihan Kepala Desa  Pangkat Kecamatan Jayanti";4;0;-1;
"5.1.7.07.115";"Bantuan Keuangan Pemilihan Kepala Desa  Dangdeur Kecamatan Jayanti";4;0;-1;
"5.1.7.07.116";"Bantuan Keuangan Pemilihan Kepala Desa  Pabuaran Kecamatan Jayanti";4;0;-1;
"5.1.7.07.117";"Bantuan Keuangan Pemilihan Kepala Desa  Kubang Kecamatan Sukamulya";4;0;-1;
"5.1.7.07.122";"Bantuan Keuangan Pemilihan Kepala Desa  Bunar Kecamatan Sukamulya";4;0;-1;
"5.1.7.07.124";"Bantuan Keuangan Pemilihan Kepala Desa  Buni Ayu Kecamatan Sukamulya";4;0;-1;
"5.1.7.07.132";"Bantuan Keuangan Pemilihan Kepala Desa  Ranca Ilat Kecamatan Kresek";4;0;-1;
"5.1.7.07.133";"Bantuan Keuangan Pemilihan Kepala Desa  Kresek Kecamatan Kresek";4;0;-1;
"5.1.7.07.135";"Bantuan Keuangan Pemilihan Kepala Desa  Cibetok Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.07.139";"Bantuan Keuangan Pemilihan Kepala Desa  Onyam Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.07.141";"Bantuan Keuangan Pemilihan Kepala Desa  Sidoko Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.07.142";"Bantuan Keuangan Pemilihan Kepala Desa  Ranca Gede Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.07.144";"Bantuan Keuangan Pemilihan Kepala Desa  Bakung Kecamatan Kronjo";4;0;-1;
"5.1.7.07.145";"Bantuan Keuangan Pemilihan Kepala Desa  Pasir Kecamatan Kronjo";4;0;-1;
"5.1.7.07.151";"Bantuan Keuangan Pemilihan Kepala Desa  Kronjo Kecamatan Kronjo";4;0;-1;
"5.1.7.07.155";"Bantuan Keuangan Pemilihan Kepala Desa  Klutuk Kecamatan Mekar Baru";4;0;-1;
"5.1.7.07.156";"Bantuan Keuangan Pemilihan Kepala Desa  Mekar Baru Kecamatan Mekar Baru";4;0;-1;
"5.1.7.07.158";"Bantuan Keuangan Pemilihan Kepala Desa  Cijeruk Kecamatan Mekar Baru";4;0;-1;
"5.1.7.07.160";"Bantuan Keuangan Pemilihan Kepala Desa  Jenggot Kecamatan Mekar Baru";4;0;-1;
"5.1.7.07.163";"Bantuan Keuangan Pemilihan Kepala Desa  Kedung Dalem Kecamatan Mauk";4;0;-1;
"5.1.7.07.165";"Bantuan Keuangan Pemilihan Kepala Desa  Jati Waringin Kecamatan Mauk";4;0;-1;
"5.1.7.07.168";"Bantuan Keuangan Pemilihan Kepala Desa  Mauk Barat Kecamatan Mauk";4;0;-1;
"5.1.7.07.169";"Bantuan Keuangan Pemilihan Kepala Desa  Ketapang Kecamatan Mauk";4;0;-1;
"5.1.7.07.170";"Bantuan Keuangan Pemilihan Kepala Desa  Marga Mulya Kecamatan Mauk";4;0;-1;
"5.1.7.07.171";"Bantuan Keuangan Pemilihan Kepala Desa  Tanjung Anom Kecamatan Mauk";4;0;-1;
"5.1.7.07.173";"Bantuan Keuangan Pemilihan Kepala Desa  Ranca Labuh Kecamatan Kemiri";4;0;-1;
"5.1.7.07.175";"Bantuan Keuangan Pemilihan Kepala Desa  Kelebet Kecamatan Kemiri";4;0;-1;
"5.1.7.07.182";"Bantuan Keuangan Pemilihan Kepala Desa  Mekar Kondang Kecamatan Sukadiri";4;0;-1;
"5.1.7.07.184";"Bantuan Keuangan Pemilihan Kepala Desa  Sukadiri Kecamatan Sukadiri";4;0;-1;
"5.1.7.07.187";"Bantuan Keuangan Pemilihan Kepala Desa  Jambu Karya Kecamatan Rajeg";4;0;-1;
"5.1.7.07.190";"Bantuan Keuangan Pemilihan Kepala Desa  Suka Sari Kecamatan Rajeg";4;0;-1;
"5.1.7.07.191";"Bantuan Keuangan Pemilihan Kepala Desa  Rajegmulya Kecamatan Rajeg";4;0;-1;
"5.1.7.07.192";"Bantuan Keuangan Pemilihan Kepala Desa  Rajeg Kecamatan Rajeg";4;0;-1;
"5.1.7.07.193";"Bantuan Keuangan Pemilihan Kepala Desa  Suka Manah Kecamatan Rajeg";4;0;-1;
"5.1.7.07.196";"Bantuan Keuangan Pemilihan Kepala Desa  Lembang Sari Kecamatan Rajeg";4;0;-1;
"5.1.7.07.197";"Bantuan Keuangan Pemilihan Kepala Desa  Tanjakan Kecamatan Rajeg";4;0;-1;
"5.1.7.07.198";"Bantuan Keuangan Pemilihan Kepala Desa  Tanjakan Mekar Kecamatan Rajeg";4;0;-1;
"5.1.7.07.208";"Bantuan Keuangan Pemilihan Kepala Desa  Jati Mulya Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.07.210";"Bantuan Keuangan Pemilihan Kepala Desa  Sangiang Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.07.212";"Bantuan Keuangan Pemilihan Kepala Desa  Pondok Kelor Kecamatan Sepatan Timur";4;0;-1;
"5.1.7.07.217";"Bantuan Keuangan Pemilihan Kepala Desa  Gaga Kecamatan Pakuhaji";4;0;-1;
"5.1.7.07.222";"Bantuan Keuangan Pemilihan Kepala Desa  Surya Bahari Kecamatan Pakuhaji";4;0;-1;
"5.1.7.07.226";"Bantuan Keuangan Pemilihan Kepala Desa  Kohod Kecamatan Pakuhaji";4;0;-1;
"5.1.7.07.233";"Bantuan Keuangan Pemilihan Kepala Desa  Kampung Besar Kecamatan Teluknaga";4;0;-1;
"5.1.8";"Belanja Tidak Terduga";2;1;-1;
"5.1.8.01";"Belanja Tidak Terduga";3;1;-1;
"5.1.8.01.01";"Belanja  Tidak  Terduga";4;0;-1;
"5.1.8.01.02";"Belanja  Tanggap Darurat";4;0;-1;
"5.1.8.01.03";"Belanja  Penanggulangan Bencana Alam dan Bencana Sosial";4;0;-1;
"5.1.8.01.04";"Belanja Pengembalian Atas Kelebihan Penerimaan Daerah";4;0;-1;
"5.2";"Belanja Langsung";1;1;-1;
"5.2.1";"Belanja Pegawai";2;1;-1;
"5.2.1.01";"Honorarium PNS";3;1;-1;
"5.2.1.01.01";"Honorarium Panitia Pelaksana Kegiatan";4;0;-1;
"5.2.1.01.02";"Honorarium Tim Pengadaan Barang dan Jasa";4;0;-1;
"5.2.1.01.03";"Honorarium Tim Pemeriksa Barang dan Jasa";4;0;-1;
"5.2.1.01.04";"Honorarium Tim Kerja PNS";4;0;-1;
"5.2.1.01.05";"Honorarium Tenaga ahli/Instrktur/Nara sumber/Moderator/Notulen/Fasilitator/Peserta PNS";4;0;-1;
"5.2.1.01.06";"Honorarium Tim Survey/Monitoring/Pendataan/Penertiban/Pengawasan Fisik Lapangan";4;0;-1;
"5.2.1.01.07";"Honorarium Pejabat Pembuat Komitmen /Penliti Perjanjian/Kontrak/SPK";4;0;-1;
"5.2.1.01.08";"Honorarium Tim Perencanaan, Persiapan dan Pelaksanaan Pengadaan Tanah";4;0;-1;
"5.2.1.02";"Honorarium Non PNS";3;1;-1;
"5.2.1.02.01";"Honorarium Tenaga Ahli / Instruktur / Narasumber/Moderator/Notulen/Fasilitator/Peserta Non PNS";4;0;-1;
"5.2.1.02.02";"Honorarium Pegawai Honorer / TKK / THL / Tidak Tetap";4;0;-1;
"5.2.1.02.03";"Honorarium Tim Kerja Non PNS";4;0;-1;
"5.2.1.02.04";"Honorarium/Upah Kerja/ Tukang";4;0;-1;
"5.2.1.02.05";"Honorarium Panitia Pelaksana Kegiatan Non PNS";4;0;-1;
"5.2.1.02.06";"Honorarium Tim Survey/Monitoring/Pendataan/Penertiban/Pengawasan Fisik Lapangan";4;0;-1;
"5.2.1.02.07";"Biaya Penerimaan dan Pemulangan Orang-orang Jompo dan Orang Terlantar*";4;0;-1;
"5.2.1.02.08";"Honorarium Tim Perencanaan, Persiapan dan Pelaksanaan Pengadaan Tanah";4;0;-1;
"5.2.1.03";"Uang Lembur*";3;1;-1;
"5.2.1.03.01";"Uang Lembur PNS*";4;0;-1;
"5.2.1.03.02";"Uang Lembur Non PNS*";4;0;-1;
"5.2.1.04";"Uang Extrafooding";3;1;-1;
"5.2.1.04.01";"Uang  Extrafooding";4;0;-1;
"5.2.1.05";"Belanja Pegawai BLUD";3;1;-1;
"5.2.1.05.01";"Belanja Pegawai Rumah Sakit RSUD";4;0;-1;
"5.2.1.05.02";"Belanja Pegawai UPDB UMKM ";4;0;-1;
"5.2.1.06";"Belanja Pegawai BOS Pusat";3;1;-1;
"5.2.1.06.01";"Belanja Pegawai BOS Pemerintah Pusat";4;0;-1;
"5.2.2";"Belanja Barang dan Jasa";2;1;-1;
"5.2.2.01";"Belanja Bahan Pakai Habis";3;1;-1;
"5.2.2.01.01";"Belanja Alat Tulis Kantor";4;0;-1;
"5.2.2.01.02";"Belanja Dokumen / Administrasi Tender";4;0;-1;
"5.2.2.01.03";"Belanja Alat Listrik dan Elektronik (lampu pijar, battery kering)";4;0;-1;
"5.2.2.01.04";"Belanja Perangko, Materai dan Benda Pos Lainnya";4;0;-1;
"5.2.2.01.05";"Belanja Peralatan Kebersihan dan Bahan Pembersih";4;0;-1;
"5.2.2.01.06";"Belanja Bahan Bakar Minyak / Gas";4;0;-1;
"5.2.2.01.07";"Belanja Pengisian Tabung Pemadam Kebakaran";4;0;-1;
"5.2.2.01.08";"Belanja Pengisian Tabung Gas";4;0;-1;
"5.2.2.01.09";"Belanja Pengisian Tabung Oksigen";4;0;-1;
"5.2.2.01.10";"Bahan Alat kesehatan rumah sakit";4;0;-1;
"5.2.2.01.11";"Belanja Sarana Kearsipan";4;0;-1;
"5.2.2.01.12";"Belanja Barang Pakai Habis Teknologi Informasi / kelengkapan komputer/laptop/notebook";4;0;-1;
"5.2.2.02";"Belanja Bahan / Material";3;1;-1;
"5.2.2.02.01";"Belanja Bahan Baku Bangunan";4;0;-1;
"5.2.2.02.02";"Belanja Bahan / Bibit Tanaman";4;0;-1;
"5.2.2.02.03";"Belanja Bibit Ternak";4;0;-1;
"5.2.2.02.04";"Belanja Bahan Obat-obatan";4;0;-1;
"5.2.2.02.05";"Belanja Bahan Kimia";4;0;-1;
"5.2.2.02.06";"Belanja Tropy / Piagam / Hadiah";4;0;-1;
"5.2.2.02.07";"Belanja Pembuatan Plakat";4;0;-1;
"5.2.2.02.08";"Belanja Dekorasi";4;0;-1;
"5.2.2.02.09";"Belanja Bibit Ikan";4;0;-1;
"5.2.2.02.10";"Belanja Suku Cadang Peralatan Kantor*";4;0;-1;
"5.2.2.02.11";"Belanja Suku Cadang Perlengkapan Kantor*";4;0;-1;
"5.2.2.02.12";"Belanja Bahan Pelatihan / Diklat";4;0;-1;
"5.2.2.02.14";"Belanja Bingkai/Figura Lambang/Foto/Lukisan/Hiasan Dinding/Monografi";4;0;-1;
"5.2.2.02.15";"Belanja Bahan/Material Pertanian";4;0;-1;
"5.2.2.02.16";"Belanja Bahan/Material Perikanan";4;0;-1;
"5.2.2.02.17";"Belanja Bahan/Material Peternakan";4;0;-1;
"5.2.2.02.18";"Belanja Bahan/Material Perindustrian";4;0;-1;
"5.2.2.02.19";"Belanja Bahan/Material Pendidikan";4;0;-1;
"5.2.2.02.20";"Belanja Bahan/Material Olahraga";4;0;-1;
"5.2.2.02.21";"Belanja Bahan/Material Perhubungan";4;0;-1;
"5.2.2.02.22";"Belanja Bahan Makanan";4;0;-1;
"5.2.2.02.23";"Belanja bahan/Material Perpustakaan";4;0;-1;
"5.2.2.02.24";"Belanja Bahan/ Papan Informasi";4;0;-1;
"5.2.2.02.25";"Belanja bahan/material kendaraan bak container/dum truck/pickup";4;0;-1;
"5.2.2.02.26";"Belanja bahan/material plang TPU/penunjuka arah TPU*";4;0;-1;
"5.2.2.02.27";"Belanja bahan/material persampahan";4;0;-1;
"5.2.2.02.28";"Belanja bahan/material perlengkapan operasi yustisi";4;0;-1;
"5.2.2.02.29";"Belanja bahan/material Rak Pameran/Produk Olahan";4;0;-1;
"5.2.2.02.30";"Belanja bahan/material teknologi pengolahan ikan";4;0;-1;
"5.2.2.02.31";"Belanja  bahan/material alat kontrasepsi";4;0;-1;
"5.2.2.02.32";"Belanj bahan/material peralatan sunnatan massal";4;0;-1;
"5.2.2.02.33";"Belanja Bahan Sosialisasi";4;0;-1;
"5.2.2.02.34";"Belanja Bahan Sarana Prasarana Petugas Lapangan Keluarga Berencana (PLKB)";4;0;-1;
"5.2.2.02.35";"Belanja Bahan Habis Pakai Kesehatan";4;0;-1;
"5.2.2.02.36";"Belanja Peralatan Penunjang Pertukangan (Tool Kit)";4;0;-1;
"5.2.2.02.37";"Belanja Tanaman Penghias Ruangan/Rest Room/Taman Kantor";4;0;-1;
"5.2.2.02.38";"Belanja bahan/material plang/penunjuk arah";4;0;-1;
"5.2.2.02.39";"Belanja suku cadang alat-alat Teknologi Informasi dan komunikasi";4;0;-1;
"5.2.2.02.40";"Belanja Papan Nama (plang) Kepemilikan Aset";4;0;-1;
"5.2.2.03";"Belanja Jasa Kantor";3;1;-1;
"5.2.2.03.01";"Belanja Telepon";4;0;-1;
"5.2.2.03.02";"Belanja Air";4;0;-1;
"5.2.2.03.03";"Belanja Listrik";4;0;-1;
"5.2.2.03.04";"Belanja Jasa Pengumuman Lelang / Pemenang Lelang*";4;0;-1;
"5.2.2.03.05";"Belanja Surat Kabar / Majalah";4;0;-1;
"5.2.2.03.06";"Belanja Faksimili / Internet ";4;0;-1;
"5.2.2.03.07";"Belanja Paket / Pengiriman";4;0;-1;
"5.2.2.03.08";"Belanja Sertifikasi";4;0;-1;
"5.2.2.03.09";"Belanja Jasa Transaksi Keuangan";4;0;-1;
"5.2.2.03.10";"Belanja Jasa Administrasi Pemungutan Pajak Penerangan Jalan Umum";4;0;-1;
"5.2.2.03.11";"Belanja Jasa Administrasi Pemungutan Pajak Bahan Bakar Kendaraan Bermotor";4;0;-1;
"5.2.2.03.12";"Belanja Jasa Pengamanan Kantor dan Rumah Dinas";4;0;-1;
"5.2.2.03.13";"Belanja Jasa Cleaning Service";4;0;-1;
"5.2.2.03.14";"Belanja Akomodasi";4;0;-1;
"5.2.2.03.15";"Belanja Transportasi";4;0;-1;
"5.2.2.03.16";"Belanja Langganan PJU Kabupaten Tangerang";4;0;-1;
"5.2.2.03.18";"Belanja Software Sistem Informasi Manajemen Keuangan Daerah*";4;0;-1;
"5.2.2.03.19";"Belanja Jasa Laboratorium";4;0;-1;
"5.2.2.03.20";"Belanja Jasa Pemasangan Iklan / Berita di Media Massa dan Elektronik";4;0;-1;
"5.2.2.03.21";"Belanja Publikasi";4;0;-1;
"5.2.2.03.22";"Belanja Pemasangan Iklan/Berita di Media Massa*";4;0;-1;
"5.2.2.03.23";"Belanja Pennambahan Daya/Kapasitas Listrik/Air";4;0;-1;
"5.2.2.03.24";"Belanja Jasa Pelayanan Perbankan";4;0;-1;
"5.2.2.03.25";"Belanja Jasa Even Organizer";4;0;-1;
"5.2.2.03.26";"Belanja Jasa Laundry";4;0;-1;
"5.2.2.03.27";"Belanja Jasa Pemusnahan Barang Bukti";4;0;-1;
"5.2.2.03.28";"Belanja Penambahan Daya/Kapasitas Listrik/Air";4;0;-1;
"5.2.2.03.29";"Belanja Operasional RT dan RW";4;0;-1;
"5.2.2.04";"Belanja Premi Asuransi dan Pemeliharaan Kesehatan";3;1;-1;
"5.2.2.04.01";"Belanja Premi Asuransi Kesehatan";4;0;-1;
"5.2.2.04.02";"Belanja Premi Asuransi Barang Milik Daerah";4;0;-1;
"5.2.2.04.03";"Belanja Perawatan Kesehatan KDH dan Wakil KDH";4;0;-1;
"5.2.2.04.04";"Belanja Premi Asuransi Jiwa";4;0;-1;
"5.2.2.04.06";"Belanja Asuransi Kecelakaan";4;0;-1;
"5.2.2.04.07";"Belanja Kesehatan Orang Miskin";4;0;-1;
"5.2.2.05";"Belanja Perawatan Kendaraan Bermotor";3;1;-1;
"5.2.2.05.01";"Belanja Jasa Service*";4;0;-1;
"5.2.2.05.02";"Belanja Penggantian Suku Cadang*";4;0;-1;
"5.2.2.05.03";"Belanja Bahan Bakar Minyak / Gas dan Pelumas*";4;0;-1;
"5.2.2.05.04";"Belanja Jasa KIR";4;0;-1;
"5.2.2.05.05";"Belanja Surat Tanda Nomor Kendaraan";4;0;-1;
"5.2.2.05.06";"Belanja Perpanjangan Surat Ijin Mengemudi*";4;0;-1;
"5.2.2.05.07";"Belanja Perawatan Kendaraan Dinas Jabatan/operasional";4;0;-1;
"5.2.2.05.08";"Belanja Rehabilitasi Kendaraan Dinas Jabatan/Operasional";4;0;-1;
"5.2.2.06";"Belanja Cetak dan Penggandaan";3;1;-1;
"5.2.2.06.01";"Belanja Cetak";4;0;-1;
"5.2.2.06.02";"Belanja Penggandaan";4;0;-1;
