kode;nama;level;issummary;defsign
"5.1.7.06.011";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cikasungka Kecamatan Solear";4;0;-1;
"5.1.7.06.012";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cikuya Kecamatan Solear";4;0;-1;
"5.1.7.06.013";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cikareo Kecamatan Solear";4;0;-1;
"5.1.7.06.014";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cireundeu Kecamatan Solear";4;0;-1;
"5.1.7.06.015";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Solear Kecamatan Solear";4;0;-1;
"5.1.7.06.016";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasanggrahan Kecamatan Solear";4;0;-1;
"5.1.7.06.017";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Munjul Kecamatan Solear";4;0;-1;
"5.1.7.06.018";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cileles Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.019";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bantar Panjang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.020";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sodong Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.021";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tapos Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.022";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Marga Sari Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.023";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mata Gara Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.024";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pete Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.025";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tegalsari Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.026";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pematang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.027";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Nangka Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.028";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cisereh Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.029";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Bolang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.06.030";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekarsari Kecamatan Jambe";4;0;-1;
"5.1.7.06.031";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Daru Kecamatan Jambe";4;0;-1;
"5.1.7.06.032";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sukamanah Kecamatan Jambe";4;0;-1;
"5.1.7.06.033";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Taban Kecamatan Jambe";4;0;-1;
"5.1.7.06.034";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ancol Pasir Kecamatan Jambe";4;0;-1;
"5.1.7.06.035";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rancabuaya Kecamatan Jambe";4;0;-1;
"5.1.7.06.036";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tiparraya Kecamatan Jambe";4;0;-1;
"5.1.7.06.037";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jambe Kecamatan Jambe";4;0;-1;
"5.1.7.06.038";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kutruk Kecamatan Jambe";4;0;-1;
"5.1.7.06.039";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Barat Kecamatan Jambe";4;0;-1;
"5.1.7.06.040";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Budi Mulya Kecamatan Cikupa";4;0;-1;
"5.1.7.06.041";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bojong Kecamatan Cikupa";4;0;-1;
"5.1.7.06.042";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cikupa Kecamatan Cikupa";4;0;-1;
"5.1.7.06.043";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Dukuh Kecamatan Cikupa";4;0;-1;
"5.1.7.06.044";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bitung Jaya Kecamatan Cikupa";4;0;-1;
"5.1.7.06.045";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Damai Kecamatan Cikupa";4;0;-1;
"5.1.7.06.046";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Jaya Kecamatan Cikupa";4;0;-1;
"5.1.7.06.047";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Gadung Kecamatan Cikupa";4;0;-1;
"5.1.7.06.048";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Talaga Sari Kecamatan Cikupa";4;0;-1;
"5.1.7.06.049";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Talaga Kecamatan Cikupa";4;0;-1;
"5.1.7.06.050";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Nagara Kecamatan Cikupa";4;0;-1;
"5.1.7.06.051";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cibadak Kecamatan Cikupa";4;0;-1;
"5.1.7.06.052";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Iyuh Kecamatan Panongan";4;0;-1;
"5.1.7.06.053";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekarjaya Kecamatan Panongan";4;0;-1;
"5.1.7.06.054";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Kalapa Kecamatan Panongan";4;0;-1;
"5.1.7.06.055";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Panongan Kecamatan Panongan";4;0;-1;
"5.1.7.06.056";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Serdang Kulon Kecamatan Panongan";4;0;-1;
"5.1.7.06.057";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ciakar Kecamatan Panongan";4;0;-1;
"5.1.7.06.058";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Peusar Kecamatan Panongan";4;0;-1;
"5.1.7.06.059";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Curug Wetan Kecamatan Curug";4;0;-1;
"5.1.7.06.060";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cukang Galih Kecamatan Curug";4;0;-1;
"5.1.7.06.061";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kadu Jaya Kecamatan Curug";4;0;-1;
"5.1.7.06.062";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kadu Kecamatan Curug";4;0;-1;
"5.1.7.06.063";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Curug Sangereng Kecamatan Kelapa Dua";4;0;-1;
"5.1.7.06.064";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ciangir Kecamatan Legok";4;0;-1;
"5.1.7.06.065";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Babat Kecamatan Legok";4;0;-1;
"5.1.7.06.066";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bojong Kamal Kecamatan Legok";4;0;-1;
"5.1.7.06.067";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cirarab Kecamatan Legok";4;0;-1;
"5.1.7.06.068";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Caringin  Kecamatan Legok";4;0;-1;
"5.1.7.06.069";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kamuning Kecamatan Legok";4;0;-1;
"5.1.7.06.070";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Palasari Kecamatan Legok";4;0;-1;
"5.1.7.06.071";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Serdang Wetan Kecamatan Legok";4;0;-1;
"5.1.7.06.072";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rancagong Kecamatan Legok";4;0;-1;
"5.1.7.06.073";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Legok Kecamatan Legok";4;0;-1;
"5.1.7.06.074";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Karang Tengah Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.075";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Malang Nengah Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.076";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jatake Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.077";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kadu Sirung Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.078";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Situ Gadung Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.079";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pagedangan Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.080";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cicalengka Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.081";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Lengkong Kulon Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.082";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cijantra Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.083";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cihuni Kecamatan Pagedangan";4;0;-1;
"5.1.7.06.084";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekarwangi Kecamatan Cisauk";4;0;-1;
"5.1.7.06.085";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Dangdang Kecamatan Cisauk";4;0;-1;
"5.1.7.06.086";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suradita Kecamatan Cisauk";4;0;-1;
"5.1.7.06.087";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sampora Kecamatan Cisauk";4;0;-1;
"5.1.7.06.088";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cibogo Kecamatan Cisauk";4;0;-1;
"5.1.7.06.089";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Asih Kecamatan Pasarkemis";4;0;-1;
"5.1.7.06.090";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasar Kemis Kecamatan Pasarkemis";4;0;-1;
"5.1.7.06.091";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sukamantri Kecamatan Pasarkemis";4;0;-1;
"5.1.7.06.092";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gelam Jaya Kecamatan Pasarkemis";4;0;-1;
"5.1.7.06.093";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pangadegan Kecamatan Pasarkemis";4;0;-1;
"5.1.7.06.094";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Wana Kerta Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.095";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Harja Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.096";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sindang Panon Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.097";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sindang Jaya Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.098";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sindang Asih Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.099";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sindang Sono Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.100";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Badak Anom Kecamatan Sindang Jaya";4;0;-1;
"5.1.7.06.101";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gembong Kecamatan Balaraja";4;0;-1;
"5.1.7.06.102";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cangkudu Kecamatan Balaraja";4;0;-1;
"5.1.7.06.103";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sentul Kecamatan Balaraja";4;0;-1;
"5.1.7.06.104";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sentul Jaya Kecamatan Balaraja";4;0;-1;
"5.1.7.06.105";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Talagasari Kecamatan Balaraja";4;0;-1;
"5.1.7.06.106";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tobat Kecamatan Balaraja";4;0;-1;
"5.1.7.06.107";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Murni Kecamatan Balaraja";4;0;-1;
"5.1.7.06.108";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Saga Kecamatan Balaraja";4;0;-1;
"5.1.7.06.109";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jayanti Kecamatan Jayanti";4;0;-1;
"5.1.7.06.110";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Muncang Kecamatan Jayanti";4;0;-1;
"5.1.7.06.111";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sumur Bandung Kecamatan Jayanti";4;0;-1;
"5.1.7.06.112";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cikande Kecamatan Jayanti";4;0;-1;
"5.1.7.06.113";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Gintung Kecamatan Jayanti";4;0;-1;
"5.1.7.06.114";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pangkat Kecamatan Jayanti";4;0;-1;
"5.1.7.06.115";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Dangdeur Kecamatan Jayanti";4;0;-1;
"5.1.7.06.116";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pabuaran Kecamatan Jayanti";4;0;-1;
"5.1.7.06.117";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kubang Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.118";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Parahu Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.119";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Mulya Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.120";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kali Asin Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.121";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Merak Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.122";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bunar Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.123";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Benda Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.124";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Buni Ayu Kecamatan Sukamulya";4;0;-1;
"5.1.7.06.125";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Koper Kecamatan Kresek";4;0;-1;
"5.1.7.06.126";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Ampo Kecamatan Kresek";4;0;-1;
"5.1.7.06.127";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Patrasana Kecamatan Kresek";4;0;-1;
"5.1.7.06.128";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Renged Kecamatan Kresek";4;0;-1;
"5.1.7.06.129";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Talok Kecamatan Kresek";4;0;-1;
"5.1.7.06.130";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jengkol Kecamatan Kresek";4;0;-1;
"5.1.7.06.131";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kemuning Kecamatan Kresek";4;0;-1;
"5.1.7.06.132";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Ilat Kecamatan Kresek";4;0;-1;
"5.1.7.06.133";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kresek Kecamatan Kresek";4;0;-1;
"5.1.7.06.134";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kandawati Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.135";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cibetok Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.136";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tamiang Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.137";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cipaeh Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.138";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kedung Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.139";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Onyam Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.140";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gunung Kaler Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.141";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sidoko Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.142";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Gede Kecamatan Gunung Kaler";4;0;-1;
"5.1.7.06.143";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Blukbuk Kecamatan Kronjo";4;0;-1;
"5.1.7.06.144";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Bakung Kecamatan Kronjo";4;0;-1;
"5.1.7.06.145";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasir Kecamatan Kronjo";4;0;-1;
"5.1.7.06.146";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cirumpak Kecamatan Kronjo";4;0;-1;
"5.1.7.06.147";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pagedangan Udik Kecamatan Kronjo";4;0;-1;
"5.1.7.06.148";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pasilian Kecamatan Kronjo";4;0;-1;
"5.1.7.06.149";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pagenjahan Kecamatan Kronjo";4;0;-1;
"5.1.7.06.150";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Muncung Kecamatan Kronjo";4;0;-1;
"5.1.7.06.151";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kronjo Kecamatan Kronjo";4;0;-1;
"5.1.7.06.152";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pagedangan Ilir Kecamatan Kronjo";4;0;-1;
"5.1.7.06.153";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gandaria Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.154";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kosambi Dalam Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.155";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Klutuk Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.156";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekar Baru Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.157";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Waliwis Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.158";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Cijeruk Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.159";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kedaung Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.160";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jenggot Kecamatan Mekar Baru";4;0;-1;
"5.1.7.06.161";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gunung Sari Kecamatan Mauk";4;0;-1;
"5.1.7.06.162";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sasak Kecamatan Mauk";4;0;-1;
"5.1.7.06.163";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kedung Dalem Kecamatan Mauk";4;0;-1;
"5.1.7.06.164";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tegal Kunir Kidul Kecamatan Mauk";4;0;-1;
"5.1.7.06.165";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jati Waringin Kecamatan Mauk";4;0;-1;
"5.1.7.06.166";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tegal Kunir Lor Kecamatan Mauk";4;0;-1;
"5.1.7.06.167";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Banyu Asih Kecamatan Mauk";4;0;-1;
"5.1.7.06.168";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mauk Barat Kecamatan Mauk";4;0;-1;
"5.1.7.06.169";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ketapang Kecamatan Mauk";4;0;-1;
"5.1.7.06.170";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Marga Mulya Kecamatan Mauk";4;0;-1;
"5.1.7.06.171";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanjung Anom Kecamatan Mauk";4;0;-1;
"5.1.7.06.172";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Legok Sukamaju Kecamatan Kemiri";4;0;-1;
"5.1.7.06.173";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Labuh Kecamatan Kemiri";4;0;-1;
"5.1.7.06.174";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kemiri Kecamatan Kemiri";4;0;-1;
"5.1.7.06.175";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kelebet Kecamatan Kemiri";4;0;-1;
"5.1.7.06.176";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Patra Manggala Kecamatan Kemiri";4;0;-1;
"5.1.7.06.177";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Karang Anyar Kecamatan Kemiri";4;0;-1;
"5.1.7.06.178";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Lontar Kecamatan Kemiri";4;0;-1;
"5.1.7.06.179";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Buaran Jati Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.180";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Gintung Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.181";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Kosambi Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.182";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekar Kondang Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.183";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pekayon Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.184";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Sukadiri Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.185";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rawa Kidang Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.186";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Karang Serang Kecamatan Sukadiri";4;0;-1;
"5.1.7.06.187";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Jambu Karya Kecamatan Rajeg";4;0;-1;
"5.1.7.06.188";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Daon Kecamatan Rajeg";4;0;-1;
"5.1.7.06.189";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekar Sari Kecamatan Rajeg";4;0;-1;
"5.1.7.06.190";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Sari Kecamatan Rajeg";4;0;-1;
"5.1.7.06.191";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rajegmulya Kecamatan Rajeg";4;0;-1;
"5.1.7.06.192";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Rajeg Kecamatan Rajeg";4;0;-1;
"5.1.7.06.193";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Suka Manah Kecamatan Rajeg";4;0;-1;
"5.1.7.06.194";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pangarengan Kecamatan Rajeg";4;0;-1;
"5.1.7.06.195";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Ranca Bango Kecamatan Rajeg";4;0;-1;
"5.1.7.06.196";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Lembang Sari Kecamatan Rajeg";4;0;-1;
"5.1.7.06.197";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanjakan Kecamatan Rajeg";4;0;-1;
"5.1.7.06.198";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Tanjakan Mekar Kecamatan Rajeg";4;0;-1;
"5.1.7.06.199";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Mekar Jaya Kecamatan Sepatan";4;0;-1;
"5.1.7.06.200";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Karet Kecamatan Sepatan";4;0;-1;
"5.1.7.06.201";"Belanja Bantuan Transfer Pemerintah Pusat kepada Pemeritah Desa Pondok Jaya Kecamatan Sepatan";4;0;-1;
